Index,Title,Summary,Full Text,Url
21,PM Modi pauses election rally speech during Azaan in Gujarat,"PM Narendra Modi on Thursday paused halfway through his election rally speech in Gujarat's Navsari district, waiting for the Azaan from a nearby mosque to complete before continuing. PM Modi had also paused his speech until the Azaan was over while campaigning for the BJP in West Bengal's Kharagpur in March 2016.","Politics may make people do things that they would not normally do. Politicians sometimes go to the extreme in an effort to stay in power and while sometimes they succeed in that attempt, they also fail a lot of times. Prime Minister Modi's campaign in Gujarat is a clear example of political opportunism, where Modi, who was being projected as the saviour of Hindus, is fighting tooth and nail with the Congress to gain the approval of Muslims in his home state. Aghai said that Modi is the leader of all 125 crore Indians, but the majority Hindu population of India, especially North India, is trying to project him as a leader of only Hindus who will remove Muslims from India and make 'Hindustan' a land of only Hindus. At this time, when Modi pauses his speech for the Azaan, he is trying to send a signal to the Gujarat Muslims that he is secular and accords the same respect to all religions. However, at the same time, Modi's BJP is trying to differentiate between Hindus and Muslims in Gujarat. Aghai said that although the Congress has issued a clarification that Rahul was indeed a Hindu, it was hard to understand why such petty issues like a leader's religion were being made so important by the BJP. If Rahul Gandhi was a Muslim, would that make him ineligible for contesting the elections, he asked. Talking to India Today, a local Muslim intellectual and senior citizen said that if Modi has decided to come back to the land of secularism, he is more than welcome. Those who wanted a separate country in the name of their religion left India for good in 1947 and those who remained here, were all secular-minded people. If now, attempts are being made to create a rift between the Hindus and Muslims by some right-wing elements, Modi's change of heart will go a long way towards dissuading such forces.",http://indiatoday.intoday.in/story/narendra-modi-gujarat-assembly-polls-muslims-navsari/1/1100607.html?utm_campaign=awesummly&utm_source=awesummly
22,"Doklam our territory, will decide on troops in region: China","China's military on Thursday said that the disputed Doklam region is ""Chinese territory"" and it will decide on the deployment of troops in the region on its own. This comes amid reports that China is maintaining a sizeable number of troops close to Doklam. India and China engaged in a 73-day-long military standoff in Doklam in June over sovereignty concerns.","The Chinese military on Thursday hinted at maintaining sizable presence of its troops near the area of Doklam standoff during winter, asserting that the region is in Chinese territory. India and China resolved the 73-day tense standoff on August 28 at Doklam area after the People's Liberation Army (PLA) stopped building a strategic road close to India's narrow Chicken Neck area connecting to North-Eastern states. Bhutan also claims the Doklam area to be its part. India objected to the road building by the PLA, saying that it endangered the security of the narrow corridor. According to official accounts, both China and India in the past used to withdraw troops from the advanced regions of that area during the winter which is harsh. Donglong (Doklam) is Chinese territory, Col Wu Qian, spokesman of the Chinese Ministry of Defence said today when asked about reports that PLA continue to maintain sizable number of troops close to the Doklam standoff area and doing away with the practice of vacating the place during winter. Based on this principle we will decide on the deployment of troops on our own, he said without elaborating. The continued presence of Chinese troops near Yatung close to Doklam reportedly prompted India too to maintain its troops presence there. It was the first meeting after the Doklam standoff. Asked whether the two sides made progress to establish hotlines between the two militaries to avert crisis like Doklam, Wu said both sides are in touch on this issue. He, however, clarified that the hotline can't be between the two military headquarters as China no longer has a military central office after the recent reforms. At the WMCC meeting, the two sides discussed maintaining peace and stability and border exchanges, Wu said, adding that both sides will keep in contact with each other.",http://www.hindustantimes.com/world-news/china-hints-at-maintaining-sizable-troops-presence-near-doklam-in-winter/story-cF1MQHOoh00RaaerjKH93K.html?utm_campaign=awesummly&utm_source=awesummly
23,Guj govt bought ₹3/unit power for ₹24 from pvt firms: Rahul,"Congress Vice-President Rahul Gandhi slammed BJP-led Gujarat government, alleging that it purchased ₹3/unit electricity for up to ₹24 from private firms after reducing government-run power plants' capability by 62%. He further questioned PM Narendra Modi why four private firms were favoured between 2002 and 2016 for purchasing power worth ₹62,549 crore in the state.","Continuing his daily dose of questions to corner the Bharatiya Janata Party (BJP) over its 22-year-rule in Gujarat, Congress vice-president Rahul Gandhi on Friday asked PM Narendra Modi to explain reasons behind 'favouring' four private firms for purchasing electricity in his home state. Gujarat Assembly Elections 2017: Full Coverage. Pradhanmantriji se teesra sawaal: 2002-16 ke beech Rs 62,549 c ki bijli khareed kar 4 niji companiyon ki jeb kyun bhari , Rahul Gandhi posted on Twitter. The Amethi MP has been attacking the Prime Minister over his development claims in poll-bound Gujarat. The Congress had said Rahul Gandhi will ask PM Modi a question every day in the run-up to the Assembly polls. Seeking to pin the government down on the issue of housing, Gandhi had earlier asked the prime minister whether it would take 45 more years to provide new houses to the people of Gujarat. Congress communications department in-charge Randeep Surjewala said Gandhi would pose a question to the prime minister every day. Rahul Gandhi is asking a question every day, why did mis-governance of 22 years create such a situation, he tweeted. At a briefing, Congress spokesperson Deepinder Hooda said he hoped PM Modi and the BJP would answer Rahul Gandhi's queries on 22 years of mis-governance in Gujarat. We expect that the prime minister and the BJP will find time to answer the questions posed to them by Rahul Gandhi, he said. Deepinder Hooda also accused the BJP of working for the super-rich and middlemen, alleging that the party's economic policy was at the cost of the poor. Gujarat will vote in two phases on December 9 and 14. Results will be declared in December 18.",http://www.india.com/news/india/rahul-gandhis-third-question-to-pm-narendra-modi-why-4-private-firms-were-favoured-for-purchasing-electricity-during-2002-16-2699399/?utm_campaign=awesummly&utm_source=awesummly
24,Railways to accept payment through UPI at booking counters,"Indian Railways will accept payments through Unified Payments Interface (UPI) and Bharat Interface for Money (BHIM) app for booking railway tickets from reservation counters Friday onwards. Adding that the system has currently been launched for reserved tickets, an official said that Railways is also working to develop Bharat QR code option for booking tickets.","In a bid to promote digital payments, the Indian Railways has said it will bring UPI payment system at all its ticket reservation counters across the country from Friday. We are going to roll out UPI-based payment system at all reservation counters across the country, railway board member (traffic) Mohammad Jamshed said in New Delhi. He said the system will currently be launched only for reserved tickets. He said over 97% of the tickets sold at Passenger Reservation System (PRS) counters daily are through cash and only two-three per cent of transactions at the reservation counters are through debit or credit cards. According to railway officials, 7.5 lakh tickets are booked daily. Now a passenger does not have to carry his credit/debit card, as they will be able to book it through BHIM app through a mobile phone, Jamshed said. He said the Railways is working to develop Bharat QR code option for booking tickets Once it's completed, passengers just need to scan the QR code to make payments, the official said. The Railways earns around Rs 110 crore daily by selling reserved tickets - Rs 80 crore from e-ticketing and Rs 30 crore from tickets sold at reservation counters.",http://www.hindustantimes.com/india-news/now-book-rail-tickets-at-reservation-counters-through-upi/story-FsXtTMFXIU19UuqbrcrtiI.html?utm_campaign=awesummly&utm_source=awesummly
25,Man booked for quarrel with co-passenger over stinking socks,"A tourist from Bihar has been booked for creating nuisance on the Delhi-Dharamshala Volvo bus, after he got into an altercation with a co-passenger over stench from his socks, reports said. The man refused to get rid of his socks despite being repeatedly asked to, following which the co-passengers lodged a complaint against him at Una's Bharwain police station.","A tourist from Bihar who was travelling from Dharamshala to Delhi in a Volvo bus has been booked for causing public nuisance after he allegedly got into an altercation with fellow passengers over stinking socks. The incident took place on the intervening night of November 26 and 27 when Prakash Kumar, 27, who was travelling to Delhi from Dharamshala, took off his socks and shoes in the bus. Unable to bear the stink emanating from his socks, the fellow passengers asked the youth to either put them in his bag or throw out. Kumar, however, refused to do either, resulting in a heated exchange between him and other passengers. The driver and conductor stopped twice or thrice to resolve the issue and asked Kumar to throw the socks but he refused to budge. Passengers then forced the driver and conductor to pull over at Bharwain police station in Una district and lodged a complaint against Kumar, who was booked under Section 107/51 of the Code of Criminal Procedure (CrPC). Police registered a case of causing a public nuisance against Kumar on November 27. He was later released on surety by the sub-divisional magistrate Amb, under whose jurisdiction the area falls. Superintendent of police (SP, Una, Sanjeev Gandhi confirmed that Kumar was booked on complaint of co-passengers. Later, Kumar filed complaint against fellow passengers alleging that his sock did not stink but they quarrelled with him for no reason.",http://www.hindustantimes.com/india-news/travelling-woes-man-in-the-dock-for-stinking-sock/story-NsrVE1xaCoxcyxsCmI21UI.html?utm_campaign=awesummly&utm_source=awesummly
26,4-yr-old sexually assaulted by teacher at Kolkata school,"A four-year-old kindergarten student at Kolkata's GD Birla Centre for Education was allegedly sexually assaulted by a PT teacher inside the school washroom. The child had blood stains all over her school uniform and was crying inconsolably, reports said. Following this, the girl's family rushed her to a hospital and registered an FIR against the teacher and school authorities.","A kindergarten student at a top school in Ranikuthi, Kolkata, was allegedly sexually abused and assaulted by a teacher inside the toilet. The teacher allegedly lured the 4-year-old girl and took her to the toilet where he reportedly physically abused her. When the child returned home, she had blood stains all over her school uniform and was crying inconsolably. When the kid's mother was changing her clothes, she found her bleeding from private parts. The family rushed the child to their family doctor who confirmed that it was a case of physically abuse. The family then approached the police to lodge a case. Narrating the horrific incident the girl told her parents that 'Sir' has abused her. When the child was shown pictures on the phone, she identified the PT teacher and said he took her into a toilet. An FIR has been filed against the teacher and school authorities of alleged physical abuse and assault. The child has undergone medical tests but reports are still not out.",http://www.india.com/news/india/kolkata-kg-student-sexually-assaulted-by-teacher-inside-toilet-during-school-hours-2699508/?utm_campaign=awesummly&utm_source=awesummly
27,India's GDP growth surges to 6.3% in September quarter,"India's Gross Domestic Product (GDP) growth rebound to 6.3% in September quarter from a three-year low of 5.7% in the June quarter, government data showed on Thursday. However, the pace of growth is still below 7.5% recorded in the corresponding quarter a year ago. Further, the economy grew at 6.1% in Gross Value Added (GVA) terms.","India's GDP growth quickened to 6.3% in the September quarter, up from a three-year low of 5.7% in the June quarter, an indication that the Indian economy has shaken off the lingering effects of demonetisation last year and GST rollout on 1 July. Manufacturing activity accelerated due to restocking of warehouses by companies after temporary disruption caused by uncertainties surrounding implementation of goods and services tax (GST). While agriculture sector decelerated to 1.7% in September quarter from 2.3% in June quarter due to unfavourable kharif output, manufacturing sector grew at 7% against 1.2% during the same period. Mining output and electricity generation also grew faster than the first quarter at 5.5% and 7.6% respectively. However, most of the services sectors slowed down including the public expenditure which grew at 6% in second quarter against 9.5% in the first quarter. Finance minister Arun Jaitley said September quarter marks the reversal of the downward trend in economic growth. Additionally, this indicates that perhaps the impact of the two structural reforms-demonetisation and GST-is behind us and hopefully, we can look for an upward trajectory in the third and the fourth quarter, he added. Former finance minister P Chidambaram however said this a pause in the declining trend of economic growth. We cannot say now whether this will mark an upward trend in the growth rate. We should wait for the growth rates over the next 3-4 quarters before we can reach a definite conclusion. 6.3% is far below the promise of the Modi government and far below the potential of a well-managed Indian economy, he tweeted. While demonetisation of high-value currencies in November last year was expected to have disrupted supply chains in the informal economy, uncertainties emanating from GST implementation forced companies to cut down production and stocks, leading to a dip in manufacturing activity in the June quarter. Chief statistician of India TCA Anant said the reversal in manufacturing activity in September quarter is mostly to meet the additional demand for the festive season. Stock rebuilding by companies has not been completed. Next quarter GDP growth may also benefit from restocking, he added. Anant said the GDP estimation for the trade, hotel transport and communication services (9.9% in Q2 versus 11.1% in Q1) has been calculated using trend growth in past quarters which may have led to an underestimation. This could be revised upward as new data is made available, Anant said. Ranen Banerjee, Partner with PwC India, said the Indian economy is still experiencing slow down in the services sector such as finance, transport and hotels that grew at 5.7% in September quarter against 6.4% in the previous quarter. The possible causes could be the larger working capital requirements faced by services sector and teething process issues post GST implemention. We also possibly need to examine whether the three percentage point increase in tax rate on services to 18% under GST regime causing some demand side impacts. We will need to wait for thrid and fourth quarter GDP numbers to be able to comment on this more conclusively, he added. While growth in private consumption dipped to 6.5% in September quarter, investment demand growth picked up to 4.6% during the same quarter. Public expenditure which used to be the driver of economic growth in the previous quarters slowed down to 6% in September quarter. Data separately released by the Controller General of Accounts showed government exhausting 96% of its annual fiscal deficit target in first seven months of the fiscal year till October against 73% exhausted during the same period a year ago. Gireesh Chandra Prasad contributed to this story.",http://www.livemint.com/Politics/pZTIluGiQ9AQ9mBKucN4gP/Indias-GDP-growth-surges-to-63-in-September-quarter.html?utm_campaign=awesummly&utm_source=awesummly
28,"Bitcoin hits $11,000 just 12 hours after reaching $10,000","The world's largest digital currency Bitcoin spiked through the $11,000 mark on Wednesday just about 12 hours after it crossed $10,000. The value of all the Bitcoins in circulation has now surpassed $190 billion after the price of Bitcoin hit a fresh high of over $11,370. The second largest cryptocurrency Ethereum also hit a new lifetime high of $520.","Bitcoin surpassed $11,000 in a matter of hours after hitting the $10,000 milestone, taking this year's price surge to almost 12-fold as buyers shrugged off increased warnings that the largest digital currency is an asset bubble. The euphoria is bringing to the mainstream what was once considered the provenance of computer developers, futurists and libertarians seeking to create an alternative to central bank-controlled monetary systems. While the actual volume of transactions conducted in cryptocurrencies is relatively small, the optimism surrounding the technology continues to drive it to new highs. Some on Wall Street are embracing the run, with more than 100 hedge funds now dedicated to digital currencies. Others are issuing dire warnings, with Nobel Prize winner Joseph Stiglitz saying it ought to be outlawed as it doesn't serve any socially useful function. Bitcoin has risen by about 75% since October alone, after developers agreed to cancel a technology update that threatened to split the digital currency. Even as analysts disagree on whether the largest cryptocurrency by market capitalization is truly an asset, its $178 billion value already exceeds that of about 95% of the S&P 500 Index members and is driving the debate about where financial technology is headed. I think the issue here is the disruptive nature of technology for banks. Whether it's the application of blockchain, or their core processing, or delivery to customers or clients, financial services today is being disrupted by technology. The rising profile of digital currencies even saw bitcoin feature in the Senate confirmation hearing Tuesday for Federal Reserve chairman nominee Jerome Powell, who's a current board member. Answering a senator's question, he said that cryptocurrencies are something we monitor very carefully, and that at some point their volumes could matter for monetary policy, though not today. It's the start of broader attention and adoption by the investing public. There's no agreed authority for the price of bitcoin, and quotes can vary significantly across exchanges. In Zimbabwe, where there's a lack of confidence in the local financial system, the cryptocurrency has traded at a persistent premium over $10,000. Volumes are also difficult to assess. Bloomberg publishes a price that draws on several large bitcoin trading venues. It was at $11,254.75, up 13%, as of 9:16 am New York time. From Wall Street executives to venture capitalists, observers have been weighing in, with some more skeptical than others as bitcoin's rise has grown steeper, sweeping along individual investors. The number of accounts at Coinbase, one of the largest platforms for trading bitcoin and rival ethereum, has almost tripled to 13 million in the past year, according to Bespoke Investment Group LLC. In a move toward mainstream investing, CME Group Inc has said it plans to start offering futures contracts for bitcoin, which could begin trading in December. JPMorgan Chase & Co, the largest US bank, was weighing last week whether to help clients bet on bitcoin via the proposed futures contracts, according to a person with knowledge of the situation. This is going to be the biggest bubble of our lifetimes, hedge fund manager Mike Novogratz said at a cryptocurrency conference Tuesday in New York. Novogratz, who's says he began investing in bitcoin when it was at $90, is starting a $500 million fund because of the potential for the technology to eventually transform financial markets. The total market cap of digital currencies now sits north of $330 billion, according to data on Coinmarketcap.com's website. For Peter Rosenstreich, head of market strategy at online trading firm Swissquote Bank SA, bitcoin's surge harks back to the surprises of the UK referendum on European Union membership and President Donald Trump's election. We have underestimated the populist movements, he said. There is growing unease on how central banks and governments are managing fiat currencies. Ordinary people globally understand why a decentralized asset is the ultimate safe haven.",http://www.livemint.com/Money/i6l1vNsqD09XKpEKEQ3RXL/Bitcoin-tops-10000-for-first-time-as-bubble-warnings-mult.html?utm_campaign=awesummly&utm_source=awesummly
29,Four tech billionaires lose $7.4 bn in a day as stocks fall,"The billionaire founders of Facebook, Amazon, Google owner Alphabet saw $7.4 billion wiped from their fortunes on Wednesday amid a sell-off, according to Bloomberg. Facebook's Mark Zuckerberg fell the most, dropping $2.9 billion, while Amazon stock tumble knocked $2.5 billion off Jeff Bezos' net worth. Alphabet's Sergey Brin and Larry Page saw their wealth drop by almost $1 billion each.","The billionaire founders of Facebook Inc., Amazon.com Inc., Netflix Inc and Google owner Alphabet Inc saw $7.6 billion wiped from their fortunes Wednesday as the Nasdaq 100 suffered its worst drop in three months. Facebook's Mark Zuckerberg fell the most, dropping $2.9 billion on the Bloomberg Billionaires Index, while Jeff Bezos's short-lived reign as the $100 billion man ended after a tumble in Amazon.com Inc shares knocked $2.5 billion off his net worth. Alphabet's Sergey Brin and Larry Page fell almost $1 billion each, while Netflix's Reed Hastings shed $133 million. The decline in the so-called FANG stocks came after traders flocked to firms seen benefiting more from a potential reduction in the corporate-tax rate. Technology stocks enjoy an 18.5 percent effective-tax rate - the third-lowest among US large caps, according to S&P Global data - which means less potential bounty should the Republican legislation move through Congress.",https://www.bloomberg.com/news/articles/2017-11-29/fang-tycoons-lose-7-6-billion-as-technology-stocks-tumble?utm_campaign=awesummly&utm_source=awesummly
30,Internet should not be cannibalised: TRAI Chairman,"Stating that India has 500 million internet subscribers, Telecom Regulatory Authority of India (TRAI) Chairman RS Sharma has said the internet should be kept free and open and not be cannibalised. In its recommendations on net neutrality, the TRAI on Tuesday said that telecom operators should be barred from being discriminatory in providing internet access.","Telecom Regulatory Authority of India (TRAI) Chairman RS Sharma on Tuesday said that the Internet should be kept open and free to all and that it should not be cannibalised. So, it should be open and accessible to everyone, Sharma said, suggesting that service providers should not indulge in gate-keeping of this important platform. TRAI on Tuesday issued the much-awaited recommendations on net neutrality and has sought to bar telecom service providers from any discriminatory practice on Internet access. So, it is important that the platform is kept open and free and not cannibalised, Sharma told reporters. Asked about the Indian regulator upholding principles of net neutrality when, in fact, US Federal Communications Commission has proposed to roll back net neutrality rules of 2015, Sharma said Trai has kept the Indian context in mind while framing its recommendations. We have 500 million net subscribers and 1.3 billion population. Big things will happen on Internet and it is important to keep it open, Sharma stressed. He observed that networks should be neutral to content being accessed. Networks should not prefer one content over other. Should not block or offer fast lane , he pointed out. TRAI, in its recommendations today, has however allowed certain exemptions and exclusions, including specialised services and time-critical Internet of Things services. These specialised services - the likes of tele-surgery etc - will be identified by the telecom department, which will also take a final call on Trai's overall recommendations on net neutrality. TRAI has also stated that Content Delivery Networks which enable telecom operators to deliver content within their network without going through public Internet should be exempted. The regulator has allowed Internet service providers to take reasonable measurements for traffic management provided they are proportionate, transient, and transparent. Pending decision by the telecom department on its recommendations, TRAI will continue to enforce conditions of licensing that advocates non-discrimination. Sharma declined to comment on the timeframe for making the latest net neutrality framework effective, saying the regulator has sent its recommendations to the telecom department and the latter has to now take a view. Asked about the fine that will be imposed for any violation, Sharma said the penalty for violation of licence conditions will also be applicable in such cases and no separate penalty had been proposed by the regulator for violation of net neutrality rules. The regulator will come out with a consultation paper on Over The Top (OTT) very soon.",http://www.hindustantimes.com/tech/internet-should-be-open-and-free-not-cannibalised-trai-chief-on-net-neutrality/story-rL51ImTJjuef9SHeUJtAAP.html?utm_campaign=awesummly&utm_source=awesummly
31,"Gujarat govt gave us a loan, not a grant: Tata Motors","Denying reports that the Gujarat government issued a grant to Tata Motors, the company clarified that it was a nearly ₹590-crore loan. Congress Vice President Rahul Gandhi had alleged that the BJP-led Gujarat government gave ₹33,000-crore worth benefits to the automaker for its Nano plant. Tata Motors said the loan has to be repaid as per the loan agreement executed.","The investor-friendly environment created by the Gujarat government encouraged Tata Motors to set up its manufacturing plant in Sanand, with a long-term vision to make it one of the leading automotive hubs, further enabling the state to contribute to the prosperity and growth of India, the company said in an official statement. Tata Motors said it has received a loan of Rs 584.8 crore from the state government till now and it is repayable. Given the scale of the project and its potential to drive growth in the state, the Gujarat government offered Tata Motors an incentive package in the form of a loan, which is to be repaid to the state government as per the loan agreement executed, said the statement. The loan given to Tata Motors is from taxes paid by the company. The company also claimed that after the establishment of the plant at Sanand, there has been a spurt in economic activity and growth in employment within the state, making Gujarat one of the key auto hubs within the country with huge employment generation. The project has also given rise to capital investments, which has further resulted in the development of incidental industrial activities and employment generation in small and medium scale industries, it further claimed. Rahul Gandhi has been attacking Prime Minister Narendra Modi in rally after rally during his campaign for the upcoming state polls, alleging that the latter gave away Rs 33,000 crore for the Nano plant in Sanand, while the previous UPA government gave that much money to MNREGS.",http://indiatoday.intoday.in/story/we-were-given-loan-not-grant-by-gujarat-govt-tata-motors/1/1100442.html?utm_campaign=awesummly&utm_source=awesummly
32,Turkish religious authority declares Bitcoin 'un-Islamic',"Warning citizens against buying and selling Bitcoin, Turkey's Directorate of Religious Affairs has said that the cryptocurrency is not in accordance with Islam. Adding that Bitcoin had not been authorised by the state, the religious body said that the cryptocurrency is widely used for illegal activities and is not sufficiently regulated.","As Bitcoin's value shoots up, Turkey's highest religious authority has declared that buying and selling the cryptocurrency is at odds with religion due to its lack of regulation and close connection to criminal activities, local media report. Following a meeting on Friday, Turkey's Directorate of Religious Affairs, also known as the Diyanet, released an official statement advising Turks against investing in online cryptocurrencies such as Bitcoin and Ethereum. The purchase and selling of digital currencies is not appropriate according to religion at this point due to the fact that they are open to speculation in terms of value and they can easily be used mostly in illegal deeds such as money laundering. They are also far from state auditing and supervision, the Diyanet's statement read, as quoted in the Hurriyet Daily News. The Diyanet's statement comes as the value of one Bitcoin shot up to $10,000 for the first time on Tuesday, up from $7,979 last week. While the news has excited investors, some financial experts have warned that the currency may be highly unstable. In September, Nobel Laureate and economist Robert Shiller said Bitcoin was the best example of a bubble that will eventually burst. Unlike other online payment systems, cryptocurrencies like Bitcoin don't have to be linked to any particular named account, in theory making them untraceable. This makes them ideal for criminals, most infamously the Silk Road online drug market, which was brought down by US authorities in 2013. Though it's possible to track down the exact Bitcoins involved in a given transaction, those with something to hide can launder their cryptocurrency by running it through a 'tumbler,' which muddies the paper trail by mixing up transactions. Though the Diyanet may have declared Bitcoin inappropriate from the point of view of religion, interest in the cryptocurrency is growing in Turkey. A Turkish Lira-Bitcoin exchange, BTCTurk, has been set up, and there is a Bitcoin ATM near the Ataturk Airport in Istanbul. In September, the Miavita Beytepe apartment complex in Ankara said it would be accepting Bitcoin for luxury homes, while earlier in November, the president of Turkey's Central Bank said his organization is looking into Bitcoin and other cryptocurrencies together with the government to see if they can contribute to financial stability.",https://www.rt.com/news/411341-bitcoin-islam-religion-turkey/?utm_campaign=awesummly&utm_source=awesummly
33,Google adds 'Finance' tab to Search,Search giant Google has added a new search navigation tab called 'Finance' on the desktop and mobile web. The tab gives easier access to financial information and related news based on the users' interests. It also lets users see performance information about stocks that the users choose to follow and shows recommendations on other stocks or indices to follow.,"Well, citing reasons that its global search interest in finance and stocks has more than doubled in the last five years, Google has expanded its finance experience directly via its Search results. Google's parent company Alphabet added a new filter called 'finance' tab, that lets a user view and access information that Google Finance provides, which also includes news on a company as well as details on its financials, the company said in a blog post. As complicated as it may sound, this feature surely comes handy to people working in this sector. To simply put it in a layman's language, Google says that the new tab works in the same way that its 'images', 'videos', or 'news' tab section does. The new 'finance' tab will be accessible to users on their desktop as well as their mobile web. To get the new feature working, all you need to do is click on the more tab after conducting a search on Google for finance, market or stock-related information the finance section of Search. Interestingly, Google has also retired a few features from Google Finance, including the portfolio feature that allowed users to track their investments. However, a list of the stocks from a user's portfolio will be accessible through the 'Your Stocks' tab in the search result, and they can get notifications when there are any notable changes in performance.",http://www.bgr.in/news/google-now-adds-finance-tab-to-search-now-search-stocks-and-finance/?utm_campaign=awesummly&utm_source=awesummly
34,"US dollar gained over 10,000% in last 2 years in Venezuela","The value of US dollar grew 10,768% against the Venezuelan bolívar over the past two years in the black market. The bolívar traded at 96,794 per US dollar on Wednesday after the dollar gained 2,959% so far this year, according to tracking website 'dolartoday.com'. The Venezuelan currency had collapsed amid a crisis caused by the country's socialist policies and hyperinflation.","The speed at which the Venezuelan bolivar is sinking against the dollar is hard to fathom. It's one of those rare market moves that's so crazy that analyzing it from the perspective of the declining currency feels inadequate. That's because the value of a currency, of course, can't fall more than 99.99 percent. Gains, on the other hand, are infinite. And so it's more illuminating to examine the move from the angle of the dollar's advance against the bolivar. In the black market - the place where most Venezuelans acquire dollars in the authoritarian country - the US currency has risen 135 percent this month alone, according to dolartoday.com, the go-to site for pricing. So far this year, it's up 2,959 percent. And over the past two years, it's climbed 10,768 percent. Venezuela's finances and economy crumbled long ago under the strain of the government's socialist policies. But the hyperinflation spiral intensified after President Nicolas Maduro ratcheted up spending - and financed it by cranking up the central bank printing presses - to curry favor in the run-up to this year's controversial vote on whether to install a constituent assembly and further tighten his grip on power. Maduro's plan, unveiled earlier this month, to restructure the country's foreign debt only added to the jitters and sense of chaos on the ground in Caracas. The bolivar traded at 96,794 per dollar as of late Wednesday, according to dolartoday.com. It had started the week at 82,186 per dollar and hovered under 10,000 per dollars as recently as late July. The situation has become so out of control that some within Maduro's constituent assembly - including a former trade and investment minister - have even begun talking about something that's long been taboo for them: the idea of re-implementing some free-market policies.",https://www.bloomberg.com/news/articles/2017-11-30/in-venezuela-the-dollar-s-gained-10-768-in-just-last-two-years?utm_campaign=awesummly&utm_source=awesummly
35,"Bitcoin falls $1,000 in 10 minutes to drop below $10,000","The price of Bitcoin on Thursday fell over $1,000 in about 10 minutes to drop below the $10,000-mark. Bitcoin plunged as much as 20% just hours after the cryptocurrency set an all-time high of above $11,000, as sell orders began piling up. The heaviest selling came amid reports of service outages and delays on some of the largest online exchanges.","It takes a lot to startle fans of bitcoin, the digital gold of the moment. But Wednesday was, well, a lot-a wild run of exuberant peaks and white-knuckled declines that left even diehards breathless. The dizzying rally in bitcoin, a bull market with few precedents in investing history, was abruptly interrupted by a market outage in the US that seemed to captivate Wall Street even more than the day's selloff in high-flying technology stocks. Only hours after soaring past $11,000-a price that represents a gain of more than two-fold since September-bitcoin plunged nearly 20% in less than 90 minutes to a low of $9,009 in New York. Whether the swoon represented a brief setback or the start of something worse, the wild ride underscored just how volatile the cryptocurrency has become in what some warn could be one of the biggest bubbles of all time. Bitcoin trading isn't for the novice investor, said John Spallanzani, chief macro strategist at GFI Securities LLC in New York, who does technical analysis on the cryptocurrency. Corrections are fast and furious and you can get run over just like in the movie. The day started with a touch of frenzy in the air, as the digital currency took its first trip past $10,000 and pop icon Katy Perry was tweeting about her fascination with the rally. But things suddenly seized up during US hours when traffic swelled on online exchanges. Confusion reined in the market for hours. Investors fearful of missing out on the frenzy were greeted instead with service outages and delays. Coinbase tweeted that traffic on its platform hit an all-time high at eight times the peak demand experienced in June. Access remained unavailable to some users. The selling reached furious levels shortly after 1pm in New York, when bitcoin fell back below $11,000 and didn't stop until $9,009. It hovered just below $10,000 as of 4.30 pm. Issues in the exchanges add to it without a doubt, said David Mondrus, chief executive of Trive, a blockchain-based research platform. When you have a lack of ability to exit, then people dump in order to exit faster. For many, the retreat was overdue after bitcoin had rallied 20% in just four days in a run-up that drew increased warnings it was headed for a sharp retreat. The cryptocurrency ended September at $4,171.25. It's a bubble that's going to give a lot of people a lot of exciting times as it rides up and then goes down, Nobel Prize-winning economist Joseph Stiglitz said in a Bloomberg Television interview Wednesday. Bitcoin is successful only because of its potential for circumvention, lack of oversight. So it seems to me it ought to be outlawed. He joins a host of economists and financiers who've denounced the crypto rally as a craze, including most recently Vanguard Group Inc founder Jack Bogle, who advised investors to avoid bitcoin like the plague. Those kind of gains have grabbed Wall Street's attention, evident Tuesday as buttoned-up financiers and analysts piled into CoinDesk's cryptocurrencies conference in Manhattan, turning the event into a standing-room-only affair. Still, Wednesday's jarring reversal had Spallanzani reminding investors that the ride down might not be over, at least for now. Asian trading tonight should be an interesting session.",http://www.livemint.com/Money/pjQcNqHaaAWORkDg9WogBK/Bitcoin-crashes-to-below-10000.html?utm_campaign=awesummly&utm_source=awesummly
36,Avoid Bitcoin like the plague: Vanguard Founder Bogle,"Jack Bogle, the Founder of US investment management company Vanguard, has warned investors to ""avoid bitcoin like the plague"". He said, ""There is nothing to support bitcoin except the hope that you will sell it to someone for more than you paid for it."" Reacting to Bitcoin's recent price surge, Bogle said, ""When it gets back to $100, we'll talk.""
","Bitcoin has no underlying rate of return, said Bogle, 88, who started the first index fund in 1976. You know bonds have an interest coupon, stocks have earnings and dividends, gold has nothing. There is nothing to support bitcoin except the hope that you will sell it to someone for more than you paid for it.",https://www.bloombergquint.com/technology/2017/11/28/vanguard-founder-jack-bogle-says-avoid-bitcoin-like-the-plague?utm_campaign=awesummly&utm_source=awesummly
